,titre_film,utilisateur_note,genres_liste,duree,id_film,nbre_utilisateur_note,date_sortie,date_ext
271,Second Act,5.8,Comedy  Drama  Romance,103,tt2126357,27938,(2018),"December 21, 2018"
272,The Holiday Calendar,5.7,Drama  Fantasy  Romance,95,tt8262802,10271,(2018),"November 2, 2018"
273,Wij,5.7,Drama,100,tt6671244,2831,(2018),"July 12, 2018"
274,Damsel,5.6,Comedy  Drama  Western,113,tt5881528,5400,(I) (2018),"June 22, 2018"
275,Kursk,6.6,Action  Adventure  Drama,117,tt4951982,19309,(2018),"November 7, 2018"
276,Support the Girls,6.4,Comedy  Drama,93,tt6859352,7552,(2018),"August 24, 2018"
277,Zoe,6.0,Romance  Sci-Fi,104,tt6010628,9362,(I) (2018),"July 20, 2018"
278,Blindspotting,7.4,Comedy  Crime  Drama,95,tt7242142,31113,(2018),"July 27, 2018"
279,The Wind,5.6,Horror  Mystery  Thriller,88,tt8426594,8597,(II) (2018),"April 5, 2019"
280,Peripheral,4.8,Horror  Sci-Fi,89,tt5658672,224,(I) (2018),"August 3, 2020"
281,The Death & Life of John F. Donovan,6.1,Drama,123,tt4042818,7037,(2018),"December 13, 2019"
282,Superfly,5.2,Action  Crime  Thriller,116,tt7690670,7194,(2018),"June 13, 2018"
283,Le jeu,6.8,Comedy  Drama,90,tt7489816,15557,(2018),"October 17, 2018"
284,The Open House,3.3,Horror  Thriller,94,tt7608028,34797,(2018),"January 19, 2018"
285,Radium Girls,6.2,Drama  History,102,tt6317180,1947,(2018),"October 23, 2020"
286,Every Day,6.4,Drama  Fantasy  Romance,97,tt7026672,21959,(2018),"February 23, 2018"
287,Dude,5.1,Comedy  Drama,97,tt3458510,7191,(2018),"April 20, 2018"
288,Driven,6.4,Biography  Drama  Thriller,113,tt5592796,7124,(I) (2018),"August 16, 2019"
289,The Front Runner,6.1,Biography  Drama  History,113,tt7074886,13379,(2018),"November 21, 2018"
290,Super Troopers 2,6.0,Comedy  Crime  Mystery,100,tt0859635,26870,(2018),"April 20, 2018"
291,Night School,5.6,Comedy,111,tt6781982,41333,(2018),"September 28, 2018"
292,Ballon,7.5,Drama  History  Thriller,125,tt7125774,11724,(2018),"July 26, 2019"
293,Beast of Burden,3.6,Action  Crime  Drama,89,tt6170506,2980,(2018),"February 23, 2018"
294,Bleach: Burîchu,6.3,Action  Adventure  Fantasy,108,tt5979872,11896,(2018),"July 20, 2018"
295,Blaze,6.5,Biography  Drama  Music,129,tt6443294,3333,(2018),"August 17, 2018"
296,Lust Stories,6.4,Drama  Romance,120,tt8439854,11089,(2018),"June 15, 2018"
297,Mar,5.5,Drama,103,tt7490386,49,(I) (2018),"May 16, 2019"
298,Antrum: The Deadliest Film Ever Made,4.9,Horror,95,tt9213244,3226,(2018),"November 12, 2019"
299,Backtrace,3.8,Action  Crime  Drama,92,tt3588588,4689,(2018),"December 14, 2018"
300,Status Update,5.7,Comedy  Fantasy  Romance,106,tt5692390,5341,(II) (2018),"March 30, 2018"
301,Monster,6.5,Crime  Drama,98,tt2850272,5973,(II) (2018),"May 7, 2021"
302,Teen Titans Go! To the Movies,6.7,Animation  Action  Adventure,84,tt7424200,19771,(2018),"July 27, 2018"
303,Welcome Home,5.2,Thriller,97,tt6829180,7931,(I) (2018),"March 8, 2022"
304,Premières vacances,5.9,Comedy,102,tt7534150,1660,(2018),"January 2, 2019"
305,The Week Of,5.2,Comedy,116,tt6821012,22358,(2018),"April 27, 2018"
306,The Happytime Murders,5.4,Action  Comedy  Crime,91,tt1308728,28465,(2018),"August 24, 2018"
307,Proud Mary,5.0,Action  Crime  Drama,89,tt6421110,10076,(2018),"January 12, 2018"
308,Diqiu zuihou de yewan,7.1,Drama  Mystery  Romance,138,tt8185182,8304,(2018),"December 31, 2018"
309,Free Dance,6.8,Music  Romance,103,tt6428150,2029,(2018),"October 11, 2019"
310,Journal 64,7.4,Crime  Mystery  Thriller,119,tt6916362,16968,(2018),"October 4, 2018"
311,Private Life,7.2,Comedy  Drama,123,tt5536610,20001,(2018),"October 5, 2018"
312,Back Roads,6.5,Crime  Drama  Thriller,101,tt0972544,6284,(2018),"December 7, 2018"
313,Galveston,6.2,Action  Crime  Drama,91,tt2315596,14761,(2018),"October 19, 2018"
314,Sanju,7.6,Biography  Comedy  Drama,155,tt6452574,55219,(2018),"June 29, 2018"
315,Black Water,4.7,Action  Drama  Thriller,104,tt5622412,7517,(2018),"May 25, 2018"
316,Sanglyusahoe,5.6,Drama,120,tt8865580,1072,(2018),"August 29, 2018"
317,Blue Iguana,5.6,Action  Comedy  Crime,100,tt2316479,5278,(2018),"November 27, 2018"
318,Exploitation,4.1,Comedy,111,tt7543138,61,(2018),"April 24, 2018"
319,Primal Rage,4.9,Action  Adventure  Horror,106,tt5688868,3721,(2018),"December 6, 2018"
320,100 Dinge,6.3,Comedy  Drama,111,tt8129794,5966,(2018),"December 6, 2018"
321,Aniara,6.2,Drama  Sci-Fi,106,tt7589524,9599,(2018),"February 1, 2019"
322,Batman Ninja,5.6,Animation  Action  Sci-Fi,85,tt7451284,20525,(2018),"April 24, 2018"
323,Then Came You,6.9,Adventure  Comedy  Drama,97,tt4859168,12832,(2018),"February 1, 2019"
324,The Debt Collector,5.8,Action  Comedy,95,tt7448180,7883,(2018),"September 14, 2018"
325,La casa lobo,7.5,Animation  Drama  Horror,75,tt8173728,3203,(2018),"November 1, 2018"
326,Thugs of Hindostan,4.0,Action  Adventure,164,tt5970844,21039,(2018),"November 8, 2018"
327,Solo,5.0,Adventure  Biography  Drama,91,tt6699860,2887,(II) (2018),"January 11, 2019"
328,10x10,5.1,Drama  Thriller,88,tt6210996,9240,(2018),"May 13, 2022"
329,Alex Strangelove,6.3,Comedy  Drama  Romance,99,tt5688996,18138,(2018),"June 8, 2018"
330,Black '47,6.8,Action  Drama  History,100,tt3208026,12168,(2018),"September 5, 2018"
331,Stockholm,6.1,Biography  Comedy  Crime,92,tt6474040,13328,(2018),"April 12, 2019"
332,Distorted,4.6,Crime  Mystery  Thriller,86,tt6143850,9028,(I) (2018),"May 31, 2018"
333,211,4.4,Action  Drama  Thriller,86,tt4976192,8517,(2018),"June 8, 2018"
334,Nightmare Cinema,5.5,Drama  Horror  Mystery,119,tt7349910,4579,(2018),"July 10, 2019"
335,The Other Side of the Wind,6.7,Drama,122,tt0069049,7435,(2018),"November 2, 2018"
336,Stree,7.5,Comedy  Horror,128,tt8108202,34262,(2018),"August 31, 2018"
337,Where Hands Touch,6.5,Drama  Romance  War,122,tt1235187,4702,(2018),"May 10, 2019"
338,A Christmas Prince: The Royal Wedding,5.3,Drama  Romance,92,tt8709036,10874,(2018),"November 30, 2018"
339,Padmaavat,7.0,Drama  History  Romance,164,tt5935704,33141,(2018),"February 26, 2018"
340,Spinning Man,5.6,Drama  Mystery  Thriller,100,tt5616294,11510,(2018),"May 13, 2022"
341,The Little Mermaid,4.3,Adventure  Drama  Fantasy,85,tt5493944,9088,(2018),"August 17, 2018"
342,Ibiza,5.2,Comedy  Romance,94,tt3685236,17826,(2018),"May 25, 2018"
343,Next Gen,6.6,Animation  Action  Adventure,106,tt7133686,17813,(I) (2018),"September 7, 2018"
344,La nuit a dévoré le monde,6.0,Drama  Horror  Thriller,93,tt4266076,13763,(2018),"March 7, 2018"
345,Acts of Violence,5.3,Action  Crime  Thriller,86,tt6684714,12519,(2018),"January 12, 2018"
346,Entebbe,5.8,Action  Drama  History,107,tt5466186,16075,(2018),"March 16, 2018"
347,Raazi,7.7,Action  Drama  Thriller,138,tt7098658,31305,(2018),"May 11, 2018"
348,Ying,7.0,Action  Adventure  Drama,116,tt6864046,16138,(2018),"September 30, 2018"
349,En affære,5.5,Drama  Thriller,92,tt7248144,2201,(2018),"October 5, 2018"
350,Mapplethorpe,6.1,Biography  Drama,102,tt1389098,1658,(2018),"September 23, 2019"
351,Profile,6.7,Mystery  Thriller,106,tt7826276,4808,(I) (2018),"May 14, 2021"
352,Dogman,7.2,Crime  Drama  Thriller,103,tt6768578,27201,(2018),"June 21, 2019"
353,Between Worlds,4.0,Fantasy  Thriller,90,tt7295450,8645,(2018),"December 21, 2018"
354,Speed Kills,4.3,Action  Crime  Drama,102,tt6749318,3568,(2018),"November 22, 2018"
355,The Miracle Season,6.5,Drama  Sport,101,tt5427194,5636,(2018),"April 6, 2018"
356,The Wedding Guest,5.8,Thriller,96,tt7645780,5906,(2018),"March 8, 2019"
357,Parallel,5.8,Drama  Mystery  Sci-Fi,104,tt4922674,3968,(II) (2018),"December 11, 2020"
358,Early Man,6.1,Animation  Adventure  Comedy,89,tt4701724,22379,(2018),"February 16, 2018"
359,Benjamin,6.6,Comedy  Drama  Romance,85,tt7455076,1999,(II) (2018),"March 15, 2019"
360,Bloodline,6.0,Crime  Horror  Thriller,97,tt8883524,8192,(III) (2018),"September 20, 2019"
361,Benji,6.3,Crime  Drama  Family,87,tt1799516,4910,(I) (2018),"March 16, 2018"
362,Wild Rose,7.1,Drama  Music,101,tt5117428,14063,(2018),"April 12, 2019"
363,Little Woods,6.2,Crime  Drama  Western,105,tt6418918,3459,(2018),"April 19, 2019"
364,Can't Have You,3.7,Comedy  Drama  Romance,90,tt7141148,145,(2018),"March 7, 2018"
365,Summertime,6.3,Drama,124,tt7026270,734,(II) (2018),"August 24, 2021"
366,The Happy Prince,6.2,Biography  Drama,105,tt2404639,5349,(2018),"April 12, 2018"
367,Another Time,4.5,Adventure  Comedy  Romance,89,tt3451984,962,(2018),"September 14, 2018"
368,The Cleaning Lady,5.5,Horror  Thriller,90,tt7044076,3685,(2018),"January 3, 2019"
369,Arizona,5.8,Comedy  Thriller,85,tt2140629,8005,(2018),"August 24, 2018"
370,The Hurricane Heist,5.1,Action  Adventure  Crime,103,tt5360952,20958,(2018),"March 9, 2018"
371,Summer '03,5.5,Comedy  Drama  Romance,95,tt7284204,3554,(2018),"December 20, 2018"
372,Un couteau dans le coeur,6.3,Drama  Horror  Mystery,102,tt6426028,4856,(2018),"June 27, 2018"
373,Yip Man ngoi zyun: Cheung Tin Chi,6.5,Action  Biography  Crime,107,tt7262882,8859,(2018),"December 20, 2018"
374,Teen Spirit,6.1,Drama  Music,93,tt6483364,9103,(2018),"April 19, 2019"
375,Breaking In,5.4,Action  Thriller,88,tt7137846,16076,(2018),"May 11, 2018"
376,The White Orchid,5.4,Drama  Mystery  Thriller,82,tt3313182,1232,(2018),"July 19, 2019"
377,Sir,7.7,Drama  Romance,99,tt7142506,7377,(I) (2018),"December 26, 2018"
378,Sierra Burgess Is a Loser,5.8,Comedy  Drama  Romance,105,tt3120280,39350,(2018),"September 7, 2018"
379,Da xiang xidi erzuo,7.8,Drama,230,tt8020896,6783,(2018),"November 19, 2019"
380,"Paul, Apostle of Christ",6.6,Adventure  Biography  Drama,108,tt7388562,8757,(2018),"March 23, 2018"
381,The Mercy,6.0,Adventure  Biography  Drama,112,tt3319730,8753,(2018),"February 9, 2018"
382,Badhaai ho,7.9,Comedy  Drama,124,tt7725596,34925,(2018),"October 19, 2018"
383,Sin-gwa ham-kke: In-gwa yeon,7.1,Action  Adventure  Drama,142,tt8116428,7537,(2018),"August 1, 2018"
384,Bent,5.2,Crime  Thriller,96,tt2237324,6698,(I) (2018),"October 31, 2021"
385,Father of the Year,5.2,Comedy,94,tt7256866,11734,(2018),"July 20, 2018"
386,Sauvage,7.0,Drama,99,tt8307082,4855,(2018),"August 29, 2018"
387,Gloria Bell,6.3,Comedy  Drama  Music,102,tt6902696,11928,(2018),"March 22, 2019"
388,Only You,6.7,Drama  Romance,119,tt7531138,2995,(2018),"July 12, 2019"
389,Kickboxer: Retaliation,5.0,Action  Drama,110,tt5208950,5539,(2018),"January 26, 2018"
390,Mard Ko Dard Nahin Hota,7.3,Action  Comedy,134,tt8055888,8079,(2018),"March 21, 2019"
391,Holiday,5.7,Crime  Drama,93,tt7328154,4139,(I) (2018),"October 11, 2018"
392,Like Father,6.1,Comedy  Drama,98,tt7170950,21732,(2018),"August 3, 2018"
393,Checkered Ninja,7.2,Animation  Action  Adventure,83,tt7367960,5584,(2018),"August 5, 2019"
394,Mirai no Mirai,7.0,Animation  Adventure  Drama,98,tt6900448,16118,(2018),"July 20, 2018"
395,A Vigilante,5.7,Crime  Drama  Mystery,91,tt6211976,9255,(2018),"March 29, 2019"
396,After Everything,6.4,Comedy  Drama  Romance,95,tt6688022,1679,(2018),"October 16, 2019"
397,Thunder Road,7.0,Comedy  Drama,92,tt7738450,18163,(2018),"October 12, 2018"
398,Ideal Home,6.4,Comedy  Drama,91,tt5460880,11956,(2018),"July 5, 2018"
399,Old Boys,6.1,Comedy,96,tt5724948,1270,(2018),"February 22, 2019"
400,The Festival,5.8,Comedy  Music  Romance,98,tt7460806,7094,(2018),"August 14, 2018"
401,The Little Stranger,5.5,Drama  Horror  Mystery,111,tt6859762,10160,(2018),"September 21, 2018"
402,The Domestics,5.7,Action  Horror  Sci-Fi,95,tt5591666,10046,(2018),"June 29, 2018"
403,Lazzaro felice,7.5,Drama  Fantasy  Mystery,128,tt6752992,18483,(2018),"May 31, 2018"
404,The Row,3.3,Horror  Thriller,85,tt8074486,1554,(I) (2018),"July 27, 2018"
405,The Seagull,5.7,Comedy  Drama  Romance,98,tt4682136,3703,(I) (2018),"July 26, 2018"
406,Ahlat Agaci,8.0,Drama,188,tt6628102,24720,(2018),"June 1, 2018"
407,Rust Creek,5.9,Crime  Drama  Thriller,108,tt6610158,11884,(2018),"January 4, 2019"
408,Leviano,4.6,Crime  Drama  Mystery,102,tt5218736,315,(2018),"July 5, 2018"
409,He's Out There,5.2,Horror  Thriller,89,tt4052050,8723,(2018),"August 31, 2018"
410,Mi mejor amigo,6.7,Drama  Romance,90,tt6400166,3547,(2018),"November 8, 2018"
411,Constantine: City of Demons,7.3,Animation  Action  Fantasy,90,tt9177882,7645,(2018),"October 4, 2018"
412,Brian Banks,7.2,Biography  Drama  Sport,99,tt3920820,7406,(2018),"August 9, 2019"
413,Action Point,5.1,Comedy,85,tt6495770,11626,(2018),"June 1, 2018"
414,Skjelvet,6.2,Action  Drama  Thriller,106,tt6523720,12438,(2018),"December 14, 2018"
415,Time Freak,5.8,Comedy  Drama  Romance,104,tt6769280,9072,(2018),"November 7, 2018"
416,A-X-L,5.3,Action  Adventure  Drama,100,tt5709188,12163,(2018),"August 24, 2018"
417,The Angel,6.6,Action  Biography  Drama,114,tt5968274,14383,(2018),"September 14, 2018"
418,El fotógrafo de Mauthausen,6.7,Biography  Drama  History,110,tt6704776,11049,(2018),"October 26, 2018"
419,The Legacy of a Whitetail Deer Hunter,5.5,Comedy  Drama,83,tt4762824,3979,(2018),"July 6, 2018"
420,I Still See You,5.8,Fantasy  Horror  Sci-Fi,98,tt2160105,10364,(2018),"October 12, 2018"
421,Office Uprising,5.8,Action  Comedy  Horror,92,tt6251024,17589,(2018),"June 19, 2018"
422,Batman: Gotham by Gaslight,6.7,Animation  Action  Adventure,78,tt7167630,17091,(2018),"January 23, 2018"
423,Piercing,5.5,Horror  Mystery  Thriller,81,tt6516314,7858,(2018),"February 1, 2019"
424,Future World,3.2,Action  Adventure  Sci-Fi,88,tt5737536,6400,(2018),"May 25, 2018"
425,Hyeob-sang,6.6,Action  Crime  Thriller,114,tt6904272,3399,(2018),"September 28, 2018"
426,I krig & kærlighed,6.3,Drama  Romance  War,135,tt5433276,515,(2018),"November 15, 2018"
427,Little Bitches,4.0,Comedy,86,tt5292624,748,(2018),"January 23, 2018"
428,Burden,6.7,Biography  Drama  History,117,tt5314450,3690,(I) (2018),"June 9, 2020"
429,Nicky Larson et le parfum de Cupidon,6.5,Action  Comedy  Crime,91,tt8523334,4703,(2018),"February 6, 2019"
430,Hurricane,5.9,Action  Drama  War,107,tt7515456,5027,(II) (2018),"March 15, 2019"
431,Pájaros de verano,7.5,Crime  Drama,125,tt6386748,12274,(2018),"March 1, 2019"
432,Loro,6.7,Biography  Drama,151,tt10182822,6216,(2018),"October 31, 2018"
433,96,8.5,Drama  Romance,158,tt7019842,31425,(II) (2018),"October 4, 2018"
434,Puppet Master: The Littlest Reich,5.4,Comedy  Horror,90,tt5685006,4064,(2018),"August 17, 2018"
435,The After Party,5.8,Comedy  Music,120,tt3960240,4493,(I) (2018),"August 24, 2018"
436,Looking Glass,4.6,Mystery  Thriller,103,tt6083648,7106,(I) (2018),"February 16, 2018"
437,Unbroken: Path to Redemption,5.8,Biography  Drama  History,98,tt7339792,3227,(2018),"September 14, 2018"
438,Rangasthalam,8.2,Action  Drama,170,tt7392212,25029,(2018),"March 30, 2018"
439,Occupation,4.7,Action  Drama  Sci-Fi,119,tt6774786,18334,(2018),"July 12, 2018"
440,Charming,5.6,Animation  Adventure  Comedy,85,tt4086018,3600,(2018),"January 8, 2021"
441,Cats and Peachtopia,4.8,Animation  Adventure  Comedy,87,tt7886614,1392,(2018),"December 20, 2019"
442,In Darkness,5.7,Mystery  Thriller,100,tt5164184,13476,(2018),"May 25, 2018"
443,Pimp,6.8,Crime  Drama  Romance,86,tt3107166,10766,(2018),"November 9, 2018"
444,Samson,4.4,Action  Drama,110,tt6951892,4639,(2018),"February 16, 2018"
445,Steel Country,6.2,Mystery  Thriller,89,tt5936866,4761,(2018),"April 19, 2019"
446,Christmas in the Heartland,5.8,Family,112,tt3396114,1472,(2018),"August 7, 2020"
447,His Perfect Obsession,4.9,Thriller,85,tt8105846,251,(2018),"October 26, 2020"
448,Le grand bain,6.9,Comedy  Drama  Sport,121,tt7476116,11032,(2018),"November 9, 2018"
449,Beyond the Sky,5.1,Mystery  Sci-Fi  Thriller,82,tt3665498,4531,(2018),"September 21, 2018"
450,St. Agatha,4.9,Horror  Thriller,103,tt6182078,5885,(2018),"February 8, 2019"
451,Bel Canto,5.4,Drama  Music  Romance,100,tt6046314,3400,(I) (2018),"September 14, 2018"
452,Femme Américaine,6.8,Drama  Mystery,111,tt4465572,6769,(2018),"June 14, 2019"
453,Bi bei shang geng bei shang de gu shi,6.1,Romance,105,tt9081562,1234,(2018),"November 30, 2018"
454,Jigeum mannareo gabmida,7.7,Drama  Fantasy  Romance,132,tt8092252,6064,(2018),"March 14, 2018"
455,Je ne suis pas un homme facile,6.3,Comedy,98,tt6857988,14733,(2018),"April 13, 2018"
456,Posledice,6.9,Drama,95,tt8795582,2091,(2018),"October 10, 2018"
457,Bayou Caviar,4.7,Crime  Thriller,111,tt3767278,3487,(2018),"October 5, 2018"
458,Der Vorname,7.1,Comedy,91,tt7477310,5721,(2018),"October 18, 2018"
459,Reprisal,4.3,Action  Drama  Thriller,89,tt6547170,7671,(I) (2018),"April 13, 2022"
460,Las hijas del fuego,4.9,Drama,115,tt8805374,691,(2018),"February 9, 2018"
461,Lifechanger,5.4,Drama  Fantasy  Horror,84,tt7188978,2584,(2018),"December 28, 2018"
462,The Matchmaker's Playbook,6.2,Comedy  Romance,89,tt7913934,1881,(2018),"March 15, 2018"
463,The Chaperone,6.6,Drama,108,tt2690226,1658,(2018),"March 29, 2019"
464,The Dark,5.6,Drama  Fantasy  Horror,95,tt6832388,5549,(I) (2018),"October 12, 2018"
465,Elizabeth Harvest,5.8,Horror  Sci-Fi  Thriller,108,tt6852872,8698,(2018),"November 13, 2018"
466,Sonu Ke Titu Ki Sweety,7.1,Comedy  Romance,138,tt7581902,22756,(2018),"February 23, 2018"
467,Out of Blue,4.8,Crime  Drama  Mystery,109,tt6874254,2011,(2018),"March 22, 2019"
468,Open 24 Hours,5.5,Horror,102,tt6521776,3881,(2018),"July 20, 2020"
469,Clara,6.7,Sci-Fi,105,tt6613878,5158,(III) (2018),"February 12, 2019"
470,Mara,5.1,Crime  Horror  Mystery,98,tt1773753,8129,(I) (2018),"September 7, 2018"
471,Amanda,7.0,Drama,107,tt7491144,2959,(2018),"March 22, 2019"
472,Monster Party,5.5,Horror  Thriller,89,tt6556576,4260,(2018),"November 2, 2018"
473,Lykke-Per,7.2,Drama  Romance,162,tt8436026,6436,(2018),"August 30, 2018"
474,Sayonara no asa ni yakusoku no hana o kazarô,7.4,Animation  Adventure  Drama,115,tt7339826,6716,(2018),"February 24, 2018"
475,UFO,6.2,Drama  Mystery  Sci-Fi,88,tt6290798,10069,(2018),"September 4, 2018"
476,Dog Days,6.2,Comedy  Drama  Romance,113,tt7365604,5078,(I) (2018),"August 10, 2018"
477,An Interview with God,5.8,Drama  Mystery,97,tt5779372,4086,(2018),"August 21, 2018"
478,Traffik,5.9,Thriller,96,tt5670152,20390,(2018),"April 20, 2018"
479,Braid,5.2,Crime  Horror  Mystery,82,tt4638148,3563,(2018),"January 10, 2019"
480,Delirium,5.7,Horror  Thriller,96,tt2069797,7737,(I) (2018),"May 22, 2018"
481,Transit,6.9,Drama  Sci-Fi,101,tt6675244,10583,(I) (2018),"April 5, 2018"
482,The Boat,5.7,Horror  Mystery  Thriller,88,tt7468616,4103,(2018),"February 22, 2019"
483,Doeorak,6.3,Horror  Mystery  Thriller,102,tt9402676,2707,(2018),"December 5, 2018"
484,The Blackwell Ghost 2,5.8,Horror,68,tt8947488,649,(2018),"August 4, 2018"
485,Flight 666,4.4,Action  Horror,89,tt8239736,1414,(2018),"May 29, 2018"
486,What Keeps You Alive,5.7,Horror  Thriller,98,tt7073710,8872,(2018),"August 24, 2018"
487,The Delinquent Season,6.4,Drama  Romance,103,tt6164762,1819,(2018),"July 24, 2019"
488,Hell House LLC II: The Abaddon Hotel,5.3,Horror  Mystery,83,tt8707374,4622,(2018),"September 20, 2018"
489,Down a Dark Hall,5.0,Drama  Fantasy  Horror,96,tt2372251,14448,(2018),"August 3, 2018"
490,Alive,5.3,Horror  Thriller,91,tt7611352,1181,(I) (2018),"March 30, 2019"
491,Skate Kitchen,6.8,Drama,106,tt7545566,4561,(2018),"August 24, 2018"
492,The Head Hunter,5.4,Fantasy  Horror,72,tt6469548,6450,(2018),"April 5, 2019"
493,Den blomstertid nu kommer,6.0,Action  Romance  Sci-Fi,129,tt5227746,8193,(2018),"June 11, 2019"
494,Irreplaceable You,6.4,Comedy  Drama  Romance,96,tt6119856,9795,(2018),"February 16, 2018"
495,Farming,6.1,Drama,101,tt1127881,1564,(2018),"October 11, 2019"
496,Acute Misfortune,6.6,Biography  Drama,91,tt8634406,249,(2018),"August 4, 2018"
497,All the Devil's Men,5.1,Action  Thriller,99,tt6012244,3121,(2018),"January 24, 2019"
498,Blue Night,4.5,Drama  Music  Romance,91,tt6069162,1683,(2018),"November 9, 2018"
499,The Field Guide to Evil,4.8,Horror,117,tt6688354,2242,(2018),"December 27, 2019"
500,Redbad,5.4,Action  Drama  History,160,tt6155374,2773,(2018),"June 27, 2018"
501,Buttons,5.3,Drama  Family  Fantasy,115,tt9248032,554,(I) (2018),"November 19, 2019"
502,Half Magic,4.7,Comedy  Romance,94,tt4738776,1422,(2018),"February 23, 2018"
503,Boku no hîrô akademia THE MOVIE ~ 2-ri no eiyû ~,7.4,Animation  Action  Adventure,96,tt7745068,10837,(2018),"September 25, 2018"
504,All Is True,6.3,Biography  Drama  History,101,tt9206798,4846,(2018),"February 8, 2019"
